Selected mat file:
original/R_6.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  33
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  4
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  200
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.2
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.6
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|  192/1000 |      7s |        -40.66733 |  |   0.886719 |   -45.37306 |
|  193/1000 |      7s |        -40.70030 |  |   0.884494 |   -44.75860 |
|  194/1000 |      7s |        -40.71507 |  |   0.886920 |   -44.78340 |
|  195/1000 |      7s |        -40.77422 |  |   0.887004 |   -45.08471 |
|  196/1000 |      7s |        -40.71495 |  |   0.885419 |   -44.94120 |
|  197/1000 |      7s |        -40.70941 |  |   0.884792 |   -45.15634 |
|  198/1000 |      7s |        -40.75415 |  |   0.886793 |   -45.15720 |
|  199/1000 |      7s |        -40.77914 |  |   0.884497 |   -45.09682 |
|  200/1000 |      7s |        -40.74956 |  |   0.885776 |   -45.26186 |
|  201/1000 |      7s |        -41.11898 |  |   0.885630 |   -45.28001 |
|  202/1000 |      7s |        -41.14825 |  |   0.887848 |   -45.41557 |
|  203/1000 |      7s |        -41.20593 |  |   0.884918 |   -45.40521 |
|  204/1000 |      7s |        -41.19239 |  |   0.887092 |   -45.06258 |
|  205/1000 |      7s |        -41.19107 |  |   0.886289 |   -45.49546 |
|  206/1000 |      7s |        -41.13800 |  |   0.885307 |   -45.02835 |
|  207/1000 |      7s |        -41.16396 |  |   0.885803 |   -45.67439 |
|  208/1000 |      7s |        -41.19245 |  |   0.886221 |   -45.72621 |
|  209/1000 |      7s |        -41.23565 |  |   0.887908 |   -45.29461 |
|  210/1000 |      7s |        -41.21236 |  |   0.885663 |   -45.60801 |
|  211/1000 |      7s |        -41.19878 |  |   0.886539 |   -45.21875 |
|  212/1000 |      7s |        -41.18032 |  |   0.885066 |   -45.90130 |
|  213/1000 |      7s |        -41.30590 |  |   0.884939 |   -45.42883 |
|  214/1000 |      7s |        -41.32091 |  |   0.886286 |   -45.78527 |
|  215/1000 |      7s |        -41.30564 |  |   0.885321 |   -45.43655 |
|  216/1000 |      7s |        -41.27924 |  |   0.885971 |   -45.47758 |
|  217/1000 |      7s |        -41.32796 |  |   0.885768 |   -45.87629 |
|  218/1000 |      7s |        -41.35331 |  |   0.883587 |   -45.81864 |
|  219/1000 |      7s |        -41.40037 |  |   0.885847 |   -45.60664 |
|  220/1000 |      7s |        -41.44834 |  |   0.887446 |   -45.77384 |
|  221/1000 |      7s |        -41.35781 |  |   0.887326 |   -45.84781 |
|  222/1000 |      7s |        -41.38815 |  |   0.884743 |   -45.46713 |
|  223/1000 |      7s |        -41.37484 |  |   0.886543 |   -45.99307 |
|  224/1000 |      7s |        -41.43455 |  |   0.887609 |   -45.80884 |
|  225/1000 |      7s |        -41.45528 |  |   0.886038 |   -45.59134 |
|  226/1000 |      7s |        -41.46013 |  |   0.886018 |   -45.56793 |
|  227/1000 |      7s |        -41.54636 |  |   0.885872 |   -45.81014 |
|  228/1000 |      7s |        -41.36228 |  |   0.886962 |   -45.94069 |
|  229/1000 |      7s |        -41.50244 |  |   0.887736 |   -45.94789 |
|  230/1000 |      7s |        -41.37802 |  |   0.884453 |   -46.18863 |
|  231/1000 |      7s |        -41.50798 |  |   0.888322 |   -45.88725 |
|  232/1000 |      7s |        -41.55882 |  |   0.887231 |   -46.24054 |
|  233/1000 |      7s |        -41.48383 |  |   0.885650 |   -45.96448 |
|  234/1000 |      7s |        -41.60360 |  |   0.886282 |   -46.10555 |
|  235/1000 |      7s |        -41.54493 |  |   0.885217 |   -45.91577 |
|  236/1000 |      7s |        -41.58679 |  |   0.885327 |   -45.53490 |
|  237/1000 |      7s |        -41.59793 |  |   0.885736 |   -45.99709 |
|  238/1000 |      7s |        -41.58270 |  |   0.885152 |   -45.76159 |
|  239/1000 |      7s |        -41.65486 |  |   0.888540 |   -46.23432 |
|  240/1000 |      7s |        -41.49018 |  |   0.887422 |   -45.90645 |
|  241/1000 |      7s |        -41.59463 |  |   0.886026 |   -46.03545 |
|  242/1000 |      7s |        -41.63800 |  |   0.888747 |   -46.22580 |
|  243/1000 |      7s |        -41.62781 |  |   0.886630 |   -46.16940 |
|  244/1000 |      7s |        -41.67872 |  |   0.886658 |   -45.94371 |
|  245/1000 |      7s |        -41.61080 |  |   0.886853 |   -46.15875 |
|  246/1000 |      7s |        -41.74153 |  |   0.885427 |   -45.86288 |
|  247/1000 |      7s |        -41.69453 |  |   0.885397 |   -46.25556 |
|  248/1000 |      7s |        -41.69006 |  |   0.887488 |   -45.95175 |
|  249/1000 |      7s |        -41.75321 |  |   0.887707 |   -45.86571 |
|  250/1000 |      7s |        -41.68269 |  |   0.886231 |   -45.64366 |
|  251/1000 |      7s |        -41.74301 |  |   0.887932 |   -46.06869 |
|  252/1000 |      7s |        -41.73899 |  |   0.887330 |   -45.85884 |
|  253/1000 |      7s |        -41.84159 |  |   0.883797 |   -45.95718 |
|  254/1000 |      7s |        -41.80386 |  |   0.886315 |   -46.43525 |
|  255/1000 |      7s |        -41.75181 |  |   0.887421 |   -46.21605 |
|  256/1000 |      7s |        -41.83523 |  |   0.887401 |   -46.17663 |
|  257/1000 |      7s |        -41.81363 |  |   0.886495 |   -46.45444 |
|  258/1000 |      7s |        -41.82369 |  |   0.887150 |   -46.04722 |
|  259/1000 |      7s |        -41.83605 |  |   0.886487 |   -46.13435 |
|  260/1000 |      7s |        -41.83893 |  |   0.887492 |   -46.16099 |
|  261/1000 |      7s |        -41.88953 |  |   0.887809 |   -46.24867 |
|  262/1000 |      7s |        -41.83715 |  |   0.886089 |   -46.40431 |
|  263/1000 |      7s |        -41.91112 |  |   0.885605 |   -45.96167 |
|  264/1000 |      7s |        -41.82443 |  |   0.886959 |   -46.17335 |
|  265/1000 |      7s |        -41.88131 |  |   0.887795 |   -46.12547 |
|  266/1000 |      7s |        -41.88692 |  |   0.885825 |   -46.36924 |
|  267/1000 |      8s |        -41.93691 |  |   0.888505 |   -46.39560 |
|  268/1000 |      7s |        -41.84519 |  |   0.887107 |   -46.55848 |
|  269/1000 |      7s |        -41.90502 |  |   0.885610 |   -46.35635 |
|  270/1000 |      7s |        -41.90760 |  |   0.887762 |   -46.54876 |
|  271/1000 |      7s |        -41.90551 |  |   0.888988 |   -46.41506 |
|  272/1000 |      7s |        -41.96237 |  |   0.885740 |   -46.37117 |
|  273/1000 |      7s |        -41.94901 |  |   0.887446 |   -46.41603 |
|  274/1000 |      7s |        -41.97725 |  |   0.885689 |   -46.22760 |
|  275/1000 |      7s |        -42.03404 |  |   0.886011 |   -46.32627 |
|  276/1000 |      7s |        -41.96034 |  |   0.887142 |   -46.62456 |
|  277/1000 |      7s |        -42.00193 |  |   0.887112 |   -46.25360 |
|  278/1000 |      7s |        -42.00599 |  |   0.887815 |   -46.64918 |
|  279/1000 |      7s |        -42.04694 |  |   0.886408 |   -45.93838 |
|  280/1000 |      7s |        -42.01513 |  |   0.886083 |   -46.29131 |
|  281/1000 |      7s |        -42.02966 |  |   0.886861 |   -46.10272 |
|  282/1000 |      7s |        -42.08081 |  |   0.886871 |   -46.33563 |
|  283/1000 |      7s |        -42.05264 |  |   0.887388 |   -46.31469 |
|  284/1000 |      7s |        -42.07343 |  |   0.886401 |   -46.42998 |
|  285/1000 |      7s |        -42.04593 |  |   0.887800 |   -45.94503 |
|  286/1000 |      7s |        -42.09170 |  |   0.886544 |   -46.39605 |
|  287/1000 |      7s |        -42.11288 |  |   0.886925 |   -46.76064 |
|  288/1000 |      7s |        -42.13369 |  |   0.887602 |   -46.60042 |
|  289/1000 |      7s |        -42.18246 |  |   0.888203 |   -46.14756 |
|  290/1000 |      7s |        -42.14611 |  |   0.888170 |   -46.57015 |
|  291/1000 |      7s |        -42.14879 |  |   0.886038 |   -46.50483 |
|  292/1000 |      7s |        -42.15379 |  |   0.886367 |   -46.13074 |
|  293/1000 |      7s |        -42.16286 |  |   0.887161 |   -46.58271 |
|  294/1000 |      7s |        -42.16651 |  |   0.888160 |   -46.68743 |
|  295/1000 |      7s |        -42.18142 |  |   0.887189 |   -46.42560 |
|  296/1000 |      7s |        -42.15892 |  |   0.887588 |   -46.66589 |
|  297/1000 |      7s |        -41.93182 |  |   0.885961 |   -46.58434 |
|  298/1000 |      7s |        -42.25955 |  |   0.886814 |   -46.36421 |
|  299/1000 |      7s |        -42.18049 |  |   0.887242 |   -46.26943 |
|  300/1000 |      7s |        -42.21756 |  |   0.886929 |   -46.49523 |
|  301/1000 |      7s |        -42.46420 |  |   0.887639 |   -46.97128 |
|  302/1000 |      7s |        -42.52073 |  |   0.888682 |   -46.65801 |
|  303/1000 |      7s |        -42.46294 |  |   0.886630 |   -46.75628 |
|  304/1000 |      7s |        -42.47102 |  |   0.885664 |   -47.02974 |
|  305/1000 |      7s |        -42.48670 |  |   0.887631 |   -46.88206 |
|  306/1000 |      7s |        -42.51013 |  |   0.887905 |   -47.02417 |
|  307/1000 |      7s |        -42.53830 |  |   0.887523 |   -46.78456 |
|  308/1000 |      7s |        -42.48565 |  |   0.887740 |   -46.91792 |
|  309/1000 |      7s |        -42.52882 |  |   0.885651 |   -46.88624 |
|  310/1000 |      7s |        -42.62607 |  |   0.888058 |   -47.03337 |
|  311/1000 |      7s |        -42.57907 |  |   0.887041 |   -47.03072 |
|  312/1000 |      7s |        -42.54082 |  |   0.887727 |   -46.75623 |
|  313/1000 |      7s |        -42.60670 |  |   0.887688 |   -46.97699 |
|  314/1000 |      7s |        -42.62040 |  |   0.884671 |   -46.90433 |
|  315/1000 |      7s |        -42.61981 |  |   0.887625 |   -46.93512 |
|  316/1000 |      7s |        -42.61266 |  |   0.887032 |   -46.74049 |
|  317/1000 |      7s |        -42.62092 |  |   0.886893 |   -47.08269 |
|  318/1000 |      7s |        -42.64484 |  |   0.886588 |   -46.94537 |
|  319/1000 |      7s |        -42.64251 |  |   0.887371 |   -47.10917 |
|  320/1000 |      7s |        -42.63433 |  |   0.887661 |   -46.94901 |
|  321/1000 |      7s |        -42.69624 |  |   0.887192 |   -47.04587 |
|  322/1000 |      7s |        -42.62499 |  |   0.886124 |   -47.12177 |
|  323/1000 |      7s |        -42.67404 |  |   0.887552 |   -46.90400 |
|  324/1000 |      7s |        -42.65320 |  |   0.887936 |   -47.10989 |
|  325/1000 |      7s |        -42.63630 |  |   0.887710 |   -47.09548 |
