Selected mat file:
original/R_6.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  33
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  6
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  300
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.2
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.36
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|  255/1000 |     16s |        -45.08453 |  |   0.895620 |   -49.15254 |
|  256/1000 |     16s |        -45.12546 |  |   0.896060 |   -48.61872 |
|  257/1000 |     16s |        -45.06937 |  |   0.893150 |   -49.60817 |
|  258/1000 |     16s |        -45.09307 |  |   0.894154 |   -49.28508 |
|  259/1000 |     16s |        -45.06949 |  |   0.892692 |   -49.40665 |
|  260/1000 |     16s |        -45.15379 |  |   0.896005 |   -49.22476 |
|  261/1000 |     16s |        -45.15694 |  |   0.893629 |   -49.78875 |
|  262/1000 |     16s |        -45.15863 |  |   0.895474 |   -49.38155 |
|  263/1000 |     16s |        -45.11074 |  |   0.895420 |   -49.50711 |
|  264/1000 |     16s |        -45.13522 |  |   0.895097 |   -49.39582 |
|  265/1000 |     16s |        -45.11529 |  |   0.893892 |   -49.49480 |
|  266/1000 |     16s |        -45.15031 |  |   0.894471 |   -49.16592 |
|  267/1000 |     16s |        -45.21347 |  |   0.894732 |   -49.43617 |
|  268/1000 |     16s |        -45.20580 |  |   0.894235 |   -49.43405 |
|  269/1000 |     16s |        -45.17030 |  |   0.895252 |   -48.80647 |
|  270/1000 |     16s |        -45.17795 |  |   0.894844 |   -49.25290 |
|  271/1000 |     16s |        -45.15357 |  |   0.895043 |   -49.54259 |
|  272/1000 |     16s |        -45.21893 |  |   0.895120 |   -49.50694 |
|  273/1000 |     16s |        -45.18104 |  |   0.895074 |   -49.28419 |
