Selected mat file:
original/R_6.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  33
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  8
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  400
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.16
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.84
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|  191/1000 |      6s |        -41.32975 |  |   0.892651 |   -45.24146 |
|  192/1000 |      6s |        -41.30927 |  |   0.893105 |   -45.63443 |
|  193/1000 |      6s |        -41.24956 |  |   0.890765 |   -45.37031 |
|  194/1000 |      5s |        -41.24162 |  |   0.890672 |   -43.65773 |
|  195/1000 |      5s |        -41.24093 |  |   0.891772 |   -44.63054 |
|  196/1000 |      5s |        -41.40243 |  |   0.892549 |   -44.87974 |
|  197/1000 |      5s |        -41.38732 |  |   0.893353 |   -45.50572 |
|  198/1000 |      5s |        -41.40383 |  |   0.893703 |   -45.39517 |
|  199/1000 |      5s |        -41.53056 |  |   0.893405 |   -44.53346 |
|  200/1000 |      5s |        -41.64642 |  |   0.891852 |   -44.89377 |
|  201/1000 |      5s |        -42.10416 |  |   0.890625 |   -45.97783 |
|  202/1000 |      5s |        -42.07000 |  |   0.890780 |   -45.09585 |
|  203/1000 |      5s |        -42.06566 |  |   0.891745 |   -45.78825 |
|  204/1000 |      5s |        -42.10025 |  |   0.892158 |   -44.51198 |
|  205/1000 |      5s |        -42.14078 |  |   0.891592 |   -44.91803 |
|  206/1000 |      5s |        -42.16471 |  |   0.892591 |   -46.00313 |
|  207/1000 |      5s |        -42.19755 |  |   0.893291 |   -46.11813 |
|  208/1000 |      5s |        -42.19586 |  |   0.891565 |   -44.98737 |
|  209/1000 |      5s |        -42.21276 |  |   0.890885 |   -45.72066 |
|  210/1000 |      5s |        -42.23900 |  |   0.890956 |   -45.14077 |
|  211/1000 |      5s |        -42.34090 |  |   0.891222 |   -45.98956 |
|  212/1000 |      5s |        -42.31254 |  |   0.891457 |   -44.45799 |
|  213/1000 |      5s |        -42.27202 |  |   0.891579 |   -45.54165 |
|  214/1000 |      5s |        -42.41725 |  |   0.891699 |   -44.38996 |
|  215/1000 |      5s |        -42.45371 |  |   0.892092 |   -46.03211 |
|  216/1000 |      5s |        -42.41410 |  |   0.893369 |   -45.83358 |
|  217/1000 |      5s |        -42.33713 |  |   0.893137 |   -46.87034 |
|  218/1000 |      5s |        -42.40821 |  |   0.891993 |   -45.75144 |
|  219/1000 |      5s |        -42.49059 |  |   0.891876 |   -46.53846 |
|  220/1000 |      5s |        -42.48127 |  |   0.895388 |   -46.23260 |
|  221/1000 |      5s |        -42.54676 |  |   0.894047 |   -46.01852 |
|  222/1000 |      5s |        -42.36390 |  |   0.892787 |   -46.69730 |
|  223/1000 |      5s |        -42.45256 |  |   0.894561 |   -46.35407 |
|  224/1000 |      5s |        -42.63495 |  |   0.892208 |   -46.08972 |
|  225/1000 |      5s |        -42.54172 |  |   0.890836 |   -45.34658 |
|  226/1000 |      5s |        -42.51869 |  |   0.893361 |   -45.75753 |
|  227/1000 |      5s |        -42.59698 |  |   0.891026 |   -45.68280 |
|  228/1000 |      5s |        -42.59059 |  |   0.892628 |   -46.54752 |
|  229/1000 |      5s |        -42.60498 |  |   0.893374 |   -46.47422 |
|  230/1000 |      5s |        -42.66805 |  |   0.895619 |   -46.69332 |
|  231/1000 |      5s |        -42.70936 |  |   0.893810 |   -46.07714 |
|  232/1000 |      5s |        -42.60408 |  |   0.888105 |   -44.34680 |
|  233/1000 |      5s |        -42.71693 |  |   0.892612 |   -45.49708 |
|  234/1000 |      5s |        -42.64186 |  |   0.894121 |   -46.90017 |
|  235/1000 |      5s |        -42.72762 |  |   0.894139 |   -47.21263 |
|  236/1000 |      5s |        -42.85412 |  |   0.893678 |   -46.52471 |
|  237/1000 |      5s |        -42.69492 |  |   0.892449 |   -46.68300 |
|  238/1000 |      5s |        -42.73565 |  |   0.893826 |   -46.54166 |
|  239/1000 |      5s |        -42.80179 |  |   0.894564 |   -46.83824 |
|  240/1000 |      6s |        -42.70481 |  |   0.893651 |   -46.79828 |
|  241/1000 |      5s |        -42.89033 |  |   0.894072 |   -46.91609 |
|  242/1000 |      5s |        -42.75436 |  |   0.893710 |   -47.10646 |
|  243/1000 |      5s |        -42.91974 |  |   0.891896 |   -46.28702 |
|  244/1000 |      5s |        -42.78574 |  |   0.894360 |   -45.28440 |
|  245/1000 |      5s |        -42.88711 |  |   0.893386 |   -46.60343 |
|  246/1000 |      5s |        -42.55608 |  |   0.893671 |   -46.93310 |
|  247/1000 |      5s |        -42.80771 |  |   0.894929 |   -47.21286 |
|  248/1000 |      5s |        -42.92754 |  |   0.894583 |   -46.38389 |
|  249/1000 |      6s |        -42.93503 |  |   0.893700 |   -47.08047 |
|  250/1000 |      5s |        -42.93544 |  |   0.895185 |   -46.06068 |
|  251/1000 |      5s |        -43.08649 |  |   0.892903 |   -46.64745 |
|  252/1000 |      5s |        -43.05110 |  |   0.893894 |   -47.05354 |
|  253/1000 |      5s |        -42.82007 |  |   0.892366 |   -46.18753 |
|  254/1000 |      5s |        -42.91084 |  |   0.893657 |   -46.32163 |
|  255/1000 |      5s |        -43.02156 |  |   0.894674 |   -46.11617 |
|  256/1000 |      5s |        -43.03720 |  |   0.890092 |   -44.94970 |
|  257/1000 |      5s |        -43.00518 |  |   0.891317 |   -45.81559 |
|  258/1000 |      5s |        -42.91398 |  |   0.894784 |   -46.93433 |
|  259/1000 |      5s |        -43.03569 |  |   0.891936 |   -46.01795 |
|  260/1000 |      5s |        -43.01165 |  |   0.895096 |   -47.37827 |
|  261/1000 |      5s |        -42.93581 |  |   0.893965 |   -47.25895 |
|  262/1000 |      5s |        -42.96567 |  |   0.892805 |   -46.48060 |
|  263/1000 |      5s |        -42.99095 |  |   0.892899 |   -46.93831 |
|  264/1000 |      5s |        -43.25944 |  |   0.894605 |   -47.29607 |
|  265/1000 |      5s |        -43.03257 |  |   0.891497 |   -46.70981 |
|  266/1000 |      5s |        -43.23017 |  |   0.893001 |   -47.28950 |
|  267/1000 |      5s |        -43.10171 |  |   0.895895 |   -45.80936 |
|  268/1000 |      5s |        -43.21054 |  |   0.894050 |   -46.39471 |
|  269/1000 |      5s |        -43.23159 |  |   0.894012 |   -47.28706 |
|  270/1000 |      5s |        -43.21762 |  |   0.892771 |   -47.08334 |
|  271/1000 |      5s |        -43.22297 |  |   0.895675 |   -47.39571 |
|  272/1000 |      5s |        -43.09396 |  |   0.893813 |   -46.73582 |
|  273/1000 |      5s |        -43.12389 |  |   0.893074 |   -47.04494 |
|  274/1000 |      5s |        -43.22516 |  |   0.893540 |   -46.16812 |
|  275/1000 |      6s |        -43.26853 |  |   0.893759 |   -46.97862 |
|  276/1000 |      6s |        -43.25254 |  |   0.894896 |   -47.58918 |
|  277/1000 |      5s |        -43.35536 |  |   0.895118 |   -46.53100 |
|  278/1000 |      5s |        -43.19368 |  |   0.895234 |   -45.15863 |
|  279/1000 |      5s |        -43.27566 |  |   0.893406 |   -46.89048 |
|  280/1000 |      5s |        -43.31113 |  |   0.895911 |   -47.46615 |
|  281/1000 |      5s |        -43.35750 |  |   0.892973 |   -47.39952 |
|  282/1000 |      5s |        -43.23308 |  |   0.895084 |   -46.34160 |
|  283/1000 |      5s |        -43.33025 |  |   0.892524 |   -47.55342 |
|  284/1000 |      5s |        -43.32419 |  |   0.894484 |   -46.74387 |
|  285/1000 |      5s |        -43.53202 |  |   0.892506 |   -46.84614 |
|  286/1000 |      5s |        -43.36180 |  |   0.895067 |   -47.41118 |
|  287/1000 |      5s |        -43.45954 |  |   0.893657 |   -47.06179 |
|  288/1000 |      5s |        -43.48042 |  |   0.893284 |   -45.94474 |
|  289/1000 |      5s |        -43.41383 |  |   0.895652 |   -47.76625 |
|  290/1000 |      5s |        -43.41840 |  |   0.895156 |   -47.34510 |
|  291/1000 |      5s |        -43.40172 |  |   0.893215 |   -46.71718 |
|  292/1000 |      5s |        -43.60775 |  |   0.895279 |   -46.73649 |
|  293/1000 |      5s |        -43.56871 |  |   0.891951 |   -46.14408 |
|  294/1000 |      5s |        -43.47958 |  |   0.895154 |   -47.58572 |
|  295/1000 |      5s |        -43.57136 |  |   0.895254 |   -46.84468 |
|  296/1000 |      5s |        -43.48525 |  |   0.894303 |   -47.65362 |
|  297/1000 |      5s |        -43.58786 |  |   0.894398 |   -47.10949 |
|  298/1000 |      5s |        -43.56210 |  |   0.895622 |   -46.52479 |
|  299/1000 |      5s |        -43.75224 |  |   0.893304 |   -46.60092 |
|  300/1000 |      5s |        -43.58971 |  |   0.892579 |   -47.61872 |
|  301/1000 |      5s |        -43.95601 |  |   0.893213 |   -47.73207 |
|  302/1000 |      5s |        -43.96654 |  |   0.894495 |   -47.53124 |
|  303/1000 |      5s |        -44.03346 |  |   0.894475 |   -47.76016 |
|  304/1000 |      5s |        -43.96390 |  |   0.893933 |   -48.12281 |
|  305/1000 |      5s |        -44.09885 |  |   0.894915 |   -48.03217 |
