Selected mat file:
original/R_6.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  33
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  6
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  300
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.2
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.84
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|   59/1000 |      5s |        -32.69371 |  |   0.839894 |   -36.09705 |
|   60/1000 |      5s |        -33.05731 |  |   0.832527 |   -35.08477 |
|   61/1000 |      5s |        -32.77209 |  |   0.820411 |   -33.49539 |
|   62/1000 |      5s |        -31.30667 |  |   0.842226 |   -35.85639 |
|   63/1000 |      5s |        -33.54269 |  |   0.841979 |   -35.85811 |
|   64/1000 |      5s |        -33.61167 |  |   0.847563 |   -37.58686 |
|   65/1000 |      5s |        -33.72907 |  |   0.833938 |   -34.33776 |
|   66/1000 |      5s |        -33.70879 |  |   0.847788 |   -34.96443 |
|   67/1000 |      5s |        -34.04374 |  |   0.849489 |   -36.94130 |
|   68/1000 |      5s |        -33.85831 |  |   0.852056 |   -37.10069 |
|   69/1000 |      5s |        -34.12656 |  |   0.855152 |   -36.67609 |
|   70/1000 |      5s |        -34.23845 |  |   0.855690 |   -37.78222 |
|   71/1000 |      5s |        -34.28633 |  |   0.860829 |   -38.21259 |
|   72/1000 |      5s |        -34.24677 |  |   0.858506 |   -37.39284 |
|   73/1000 |      5s |        -34.51092 |  |   0.859806 |   -37.18953 |
|   74/1000 |      5s |        -34.69675 |  |   0.858994 |   -38.69066 |
|   75/1000 |      5s |        -34.48246 |  |   0.856856 |   -38.11140 |
|   76/1000 |      5s |        -34.69037 |  |   0.859710 |   -38.42655 |
|   77/1000 |      5s |        -34.53557 |  |   0.865565 |   -38.57696 |
|   78/1000 |      5s |        -34.20481 |  |   0.867725 |   -38.06202 |
|   79/1000 |      5s |        -34.42818 |  |   0.851574 |   -37.99268 |
|   80/1000 |      5s |        -35.02308 |  |   0.860893 |   -37.51518 |
|   81/1000 |      5s |        -35.03441 |  |   0.861281 |   -34.52116 |
|   82/1000 |      5s |        -35.12171 |  |   0.868078 |   -39.34609 |
|   83/1000 |      5s |        -35.18635 |  |   0.867918 |   -38.00611 |
|   84/1000 |      5s |        -35.07667 |  |   0.866197 |   -39.01706 |
|   85/1000 |      5s |        -35.28944 |  |   0.868892 |   -38.78616 |
|   86/1000 |      5s |        -35.30846 |  |   0.867105 |   -38.45651 |
|   87/1000 |      5s |        -35.45395 |  |   0.871141 |   -38.69096 |
|   88/1000 |      5s |        -35.48725 |  |   0.870975 |   -39.21326 |
|   89/1000 |      5s |        -35.65446 |  |   0.864746 |   -38.68299 |
|   90/1000 |      5s |        -35.74093 |  |   0.868974 |   -38.47496 |
|   91/1000 |      5s |        -35.79060 |  |   0.866807 |   -39.72220 |
|   92/1000 |      5s |        -35.62149 |  |   0.869878 |   -39.45670 |
|   93/1000 |      5s |        -36.09986 |  |   0.874396 |   -39.68661 |
|   94/1000 |      5s |        -36.07978 |  |   0.875306 |   -39.71116 |
|   95/1000 |      5s |        -36.07326 |  |   0.866017 |   -39.19315 |
|   96/1000 |      5s |        -36.14224 |  |   0.872435 |   -39.62742 |
|   97/1000 |      5s |        -36.08129 |  |   0.872784 |   -40.09112 |
|   98/1000 |      5s |        -36.23923 |  |   0.874231 |   -39.24443 |
|   99/1000 |      5s |        -36.32570 |  |   0.865420 |   -37.63569 |
|  100/1000 |      5s |        -36.44988 |  |   0.876191 |   -39.42504 |
|  101/1000 |      5s |        -37.24769 |  |   0.876109 |   -41.41126 |
|  102/1000 |      5s |        -37.32834 |  |   0.868093 |   -40.04932 |
|  103/1000 |      5s |        -37.36257 |  |   0.871745 |   -39.61935 |
|  104/1000 |      5s |        -36.80904 |  |   0.875986 |   -40.70720 |
|  105/1000 |      5s |        -37.48918 |  |   0.877354 |   -40.94436 |
|  106/1000 |      5s |        -37.45547 |  |   0.879903 |   -41.36198 |
|  107/1000 |      5s |        -37.46799 |  |   0.876184 |   -39.75305 |
|  108/1000 |      5s |        -37.49618 |  |   0.880525 |   -41.52621 |
|  109/1000 |      5s |        -37.62939 |  |   0.877869 |   -40.79111 |
|  110/1000 |      5s |        -37.55815 |  |   0.879643 |   -41.12094 |
|  111/1000 |      5s |        -37.70231 |  |   0.876535 |   -40.82264 |
|  112/1000 |      5s |        -37.66833 |  |   0.878328 |   -41.19689 |
|  113/1000 |      5s |        -37.81344 |  |   0.871834 |   -40.14344 |
|  114/1000 |      5s |        -37.86286 |  |   0.878456 |   -41.61886 |
|  115/1000 |      5s |        -37.93063 |  |   0.880172 |   -41.77202 |
|  116/1000 |      5s |        -38.02584 |  |   0.881821 |   -41.55257 |
|  117/1000 |      5s |        -37.84107 |  |   0.881030 |   -42.17568 |
|  118/1000 |      5s |        -38.13428 |  |   0.881373 |   -41.92709 |
|  119/1000 |      5s |        -38.10859 |  |   0.881368 |   -42.01548 |
|  120/1000 |      5s |        -37.98634 |  |   0.880820 |   -41.76489 |
|  121/1000 |      5s |        -38.08531 |  |   0.880145 |   -41.86232 |
|  122/1000 |      5s |        -38.11102 |  |   0.623955 |    16.11879 |
|  123/1000 |      5s |        -38.15906 |  |   0.878188 |   -40.49651 |
|  124/1000 |      5s |        -38.23151 |  |   0.881027 |   -42.57014 |
|  125/1000 |      5s |        -38.31413 |  |   0.883265 |   -42.43290 |
|  126/1000 |      5s |        -38.14625 |  |   0.881214 |   -42.71357 |
|  127/1000 |      5s |        -38.41565 |  |   0.882672 |   -42.46090 |
|  128/1000 |      5s |        -38.42136 |  |   0.879672 |   -42.24693 |
|  129/1000 |      5s |        -38.38148 |  |   0.879539 |   -39.67325 |
|  130/1000 |      5s |        -38.42353 |  |   0.883490 |   -42.52365 |
|  131/1000 |      5s |        -38.48779 |  |   0.882918 |   -42.59549 |
|  132/1000 |      5s |        -38.51008 |  |   0.881829 |   -42.31741 |
|  133/1000 |      5s |        -38.45496 |  |   0.882653 |   -41.49459 |
|  134/1000 |      5s |        -38.45484 |  |   0.881982 |   -42.65875 |
|  135/1000 |      5s |        -38.61492 |  |   0.883874 |   -41.70057 |
|  136/1000 |      5s |        -38.78211 |  |   0.881517 |   -42.66671 |
|  137/1000 |      5s |        -38.57286 |  |   0.883785 |   -42.64570 |
|  138/1000 |      5s |        -38.70671 |  |   0.884477 |   -43.12050 |
|  139/1000 |      5s |        -38.16587 |  |   0.882620 |   -42.58416 |
|  140/1000 |      5s |        -38.83459 |  |   0.882552 |   -42.56571 |
|  141/1000 |      5s |        -38.74782 |  |   0.882193 |   -41.87553 |
|  142/1000 |      5s |        -38.83585 |  |   0.883573 |   -42.13249 |
|  143/1000 |      5s |        -38.88074 |  |   0.881880 |   -42.58043 |
|  144/1000 |      5s |        -38.89019 |  |   0.882160 |   -43.30128 |
|  145/1000 |      5s |        -39.01925 |  |   0.885569 |   -42.98114 |
|  146/1000 |      5s |        -39.01302 |  |   0.882039 |   -41.67967 |
|  147/1000 |      5s |        -39.01551 |  |   0.883079 |   -42.77432 |
|  148/1000 |      5s |        -38.77457 |  |   0.884225 |   -43.37214 |
|  149/1000 |      5s |        -39.20530 |  |   0.885537 |   -43.01610 |
|  150/1000 |      5s |        -39.13202 |  |   0.884036 |   -42.65711 |
|  151/1000 |      5s |        -39.25156 |  |   0.883238 |   -43.24484 |
|  152/1000 |      5s |        -39.22695 |  |   0.882703 |   -43.50608 |
|  153/1000 |      5s |        -38.95987 |  |   0.885035 |   -42.83326 |
|  154/1000 |      5s |        -39.17787 |  |   0.884975 |   -42.06059 |
|  155/1000 |      5s |        -39.22731 |  |   0.885396 |   -41.77561 |
|  156/1000 |      5s |        -39.32793 |  |   0.885640 |   -43.72623 |
|  157/1000 |      5s |        -39.35993 |  |   0.885049 |   -43.65937 |
|  158/1000 |      5s |        -39.42006 |  |   0.885513 |   -43.17161 |
|  159/1000 |      5s |        -39.32230 |  |   0.883027 |   -43.46058 |
|  160/1000 |      5s |        -39.42615 |  |   0.884466 |   -42.18445 |
|  161/1000 |      5s |        -38.34997 |  |   0.883614 |   -43.11402 |
|  162/1000 |      5s |        -39.38239 |  |   0.883528 |   -43.38717 |
|  163/1000 |      5s |        -39.54064 |  |   0.885525 |   -43.26346 |
|  164/1000 |      5s |        -39.46961 |  |   0.882910 |   -43.26582 |
|  165/1000 |      5s |        -39.48196 |  |   0.885431 |   -43.10142 |
|  166/1000 |      5s |        -39.48145 |  |   0.882551 |   -42.86087 |
|  167/1000 |      5s |        -39.62433 |  |   0.881158 |   -42.86496 |
|  168/1000 |      5s |        -39.44791 |  |   0.883725 |   -42.57935 |
|  169/1000 |      5s |        -39.49142 |  |   0.883168 |   -41.61354 |
|  170/1000 |      5s |        -39.58764 |  |   0.884656 |   -43.24857 |
|  171/1000 |      5s |        -39.69554 |  |   0.883795 |   -43.50563 |
|  172/1000 |      5s |        -39.78823 |  |   0.882309 |   -43.61243 |
|  173/1000 |      5s |        -39.83625 |  |   0.885866 |   -43.48495 |
|  174/1000 |      5s |        -39.75126 |  |   0.885161 |   -43.52178 |
|  175/1000 |      5s |        -39.84658 |  |   0.885494 |   -44.23660 |
|  176/1000 |      5s |        -39.89432 |  |   0.879041 |   -42.59398 |
|  177/1000 |      5s |        -39.80909 |  |   0.885175 |   -44.14843 |
|  178/1000 |      5s |        -39.83562 |  |   0.884997 |   -44.07932 |
|  179/1000 |      5s |        -39.94716 |  |   0.885927 |   -43.09307 |
|  180/1000 |      5s |        -39.89990 |  |   0.887076 |   -44.07406 |
|  181/1000 |      5s |        -39.90631 |  |   0.884094 |   -43.80331 |
|  182/1000 |      5s |        -39.48038 |  |   0.885734 |   -42.51715 |
|  183/1000 |      5s |        -40.01417 |  |   0.886717 |   -43.95372 |
|  184/1000 |      5s |        -39.83885 |  |   0.881647 |   -42.33268 |
|  185/1000 |      5s |        -39.92569 |  |   0.883937 |   -44.29258 |
|  186/1000 |      5s |        -40.18355 |  |   0.885727 |   -44.36103 |
|  187/1000 |      5s |        -40.04135 |  |   0.883891 |   -44.17120 |
|  188/1000 |      5s |        -40.06859 |  |   0.884038 |   -44.28913 |
|  189/1000 |      5s |        -39.99668 |  |   0.887752 |   -43.94507 |
|  190/1000 |      5s |        -39.86680 |  |   0.886308 |   -44.03574 |
|  191/1000 |      5s |        -40.19760 |  |   0.887794 |   -44.20175 |
|  192/1000 |      5s |        -40.07823 |  |   0.886755 |   -43.85515 |
|  193/1000 |      5s |        -40.05833 |  |   0.882860 |   -43.36957 |
|  194/1000 |      5s |        -40.17105 |  |   0.884908 |   -44.29892 |
|  195/1000 |      5s |        -40.24462 |  |   0.887714 |   -44.71464 |
|  196/1000 |      5s |        -40.30425 |  |   0.883343 |   -43.22331 |
|  197/1000 |      5s |        -40.20112 |  |   0.886135 |   -44.75952 |
|  198/1000 |      5s |        -40.28887 |  |   0.887205 |   -44.67679 |
|  199/1000 |      5s |        -40.27636 |  |   0.882571 |   -43.36520 |
|  200/1000 |      5s |        -40.38058 |  |   0.883972 |   -44.05437 |
|  201/1000 |      5s |        -40.87668 |  |   0.885724 |   -44.45454 |
|  202/1000 |      5s |        -40.92828 |  |   0.886286 |   -44.19604 |
|  203/1000 |      5s |        -40.88231 |  |   0.886042 |   -44.70390 |
|  204/1000 |      5s |        -40.89718 |  |   0.885723 |   -44.48967 |
|  205/1000 |      5s |        -40.92307 |  |   0.884987 |   -44.88062 |
|  206/1000 |      5s |        -40.84760 |  |   0.886518 |   -44.46941 |
|  207/1000 |      5s |        -41.04083 |  |   0.884415 |   -44.42983 |
|  208/1000 |      5s |        -41.05371 |  |   0.886236 |   -45.06118 |
|  209/1000 |      5s |        -41.12073 |  |   0.889105 |   -45.17158 |
|  210/1000 |      5s |        -41.14146 |  |   0.884962 |   -43.92036 |
|  211/1000 |      5s |        -41.18175 |  |   0.888205 |   -45.42787 |
|  212/1000 |      5s |        -41.02326 |  |   0.886550 |   -45.25545 |
|  213/1000 |      5s |        -41.22365 |  |   0.887715 |   -45.06355 |
|  214/1000 |      5s |        -41.18373 |  |   0.885754 |   -44.70325 |
|  215/1000 |      5s |        -41.20879 |  |   0.887060 |   -45.47026 |
|  216/1000 |      5s |        -41.18355 |  |   0.887768 |   -45.61250 |
|  217/1000 |      5s |        -41.24656 |  |   0.884342 |   -44.40768 |
|  218/1000 |      5s |        -41.23505 |  |   0.887069 |   -44.38100 |
|  219/1000 |      5s |        -41.12455 |  |   0.886175 |   -44.42711 |
|  220/1000 |      5s |        -41.29657 |  |   0.885511 |   -43.97653 |
|  221/1000 |      5s |        -41.29314 |  |   0.888314 |   -45.27677 |
|  222/1000 |      5s |        -41.26989 |  |   0.887716 |   -45.72691 |
|  223/1000 |      5s |        -41.33745 |  |   0.887298 |   -45.76882 |
|  224/1000 |      5s |        -41.32587 |  |   0.887734 |   -45.45877 |
|  225/1000 |      5s |        -41.13716 |  |   0.885522 |   -45.00825 |
|  226/1000 |      5s |        -41.34674 |  |   0.889207 |   -45.52965 |
|  227/1000 |      5s |        -41.41007 |  |   0.887995 |   -45.37146 |
|  228/1000 |      5s |        -41.35542 |  |   0.885231 |   -44.46408 |
|  229/1000 |      5s |        -41.34727 |  |   0.887167 |   -44.93381 |
|  230/1000 |      5s |        -41.37691 |  |   0.889326 |   -45.47253 |
|  231/1000 |      5s |        -41.51306 |  |   0.888235 |   -45.26626 |
|  232/1000 |      5s |        -41.50922 |  |   0.887677 |   -45.15274 |
|  233/1000 |      5s |        -41.50927 |  |   0.885641 |   -45.32022 |
|  234/1000 |      5s |        -41.43060 |  |   0.888913 |   -45.51674 |
|  235/1000 |      5s |        -41.57084 |  |   0.887793 |   -45.55838 |
|  236/1000 |      5s |        -41.59003 |  |   0.884802 |   -45.25574 |
|  237/1000 |      5s |        -41.55352 |  |   0.888139 |   -45.85457 |
|  238/1000 |      5s |        -41.64189 |  |   0.889150 |   -45.37964 |
|  239/1000 |      5s |        -41.61375 |  |   0.887442 |   -45.09145 |
|  240/1000 |      5s |        -41.71505 |  |   0.886900 |   -45.32959 |
|  241/1000 |      5s |        -41.65924 |  |   0.886757 |   -45.44861 |
|  242/1000 |      5s |        -41.57445 |  |   0.888758 |   -45.91414 |
|  243/1000 |      5s |        -41.54117 |  |   0.887859 |   -45.72376 |
|  244/1000 |      5s |        -41.67503 |  |   0.887334 |   -45.10302 |
|  245/1000 |      5s |        -41.69976 |  |   0.889662 |   -45.89291 |
|  246/1000 |      5s |        -41.64468 |  |   0.889271 |   -45.87832 |
|  247/1000 |      5s |        -41.76460 |  |   0.887996 |   -45.45895 |
|  248/1000 |      5s |        -41.68217 |  |   0.887904 |   -46.09874 |
|  249/1000 |      5s |        -41.76163 |  |   0.888198 |   -46.00444 |
|  250/1000 |      5s |        -41.75719 |  |   0.887776 |   -45.16921 |
|  251/1000 |      5s |        -41.69428 |  |   0.886192 |   -44.78999 |
|  252/1000 |      5s |        -41.70373 |  |   0.889973 |   -45.74305 |
|  253/1000 |      5s |        -41.83845 |  |   0.887074 |   -45.79952 |
|  254/1000 |      5s |        -41.86947 |  |   0.888456 |   -45.88000 |
|  255/1000 |      5s |        -41.94490 |  |   0.887575 |   -45.81859 |
|  256/1000 |      5s |        -41.93479 |  |   0.887987 |   -46.08342 |
|  257/1000 |      5s |        -41.84817 |  |   0.889677 |   -46.02188 |
|  258/1000 |      5s |        -41.87492 |  |   0.888712 |   -45.36109 |
|  259/1000 |      5s |        -41.98885 |  |   0.888831 |   -45.88721 |
|  260/1000 |      5s |        -41.93517 |  |   0.885874 |   -45.26378 |
|  261/1000 |      5s |        -41.87048 |  |   0.887950 |   -45.77648 |
|  262/1000 |      5s |        -41.95606 |  |   0.887470 |   -45.67002 |
|  263/1000 |      5s |        -41.68317 |  |   0.889839 |   -45.79260 |
|  264/1000 |      5s |        -41.93604 |  |   0.887935 |   -46.17871 |
|  265/1000 |      5s |        -41.98290 |  |   0.889300 |   -45.96392 |
|  266/1000 |      5s |        -41.96202 |  |   0.887651 |   -45.71260 |
|  267/1000 |      5s |        -42.06188 |  |   0.888904 |   -46.32388 |
|  268/1000 |      5s |        -42.04411 |  |   0.886102 |   -45.91511 |
|  269/1000 |      5s |        -41.96612 |  |   0.887177 |   -44.98794 |
|  270/1000 |      5s |        -42.07588 |  |   0.889481 |   -46.14371 |
|  271/1000 |      5s |        -42.06403 |  |   0.887925 |   -46.50423 |
|  272/1000 |      5s |        -42.05418 |  |   0.888494 |   -44.91057 |
|  273/1000 |      5s |        -42.09081 |  |   0.889748 |   -46.01265 |
|  274/1000 |      5s |        -42.22045 |  |   0.888626 |   -46.38897 |
|  275/1000 |      5s |        -42.11037 |  |   0.889102 |   -45.89957 |
|  276/1000 |      5s |        -42.10574 |  |   0.889847 |   -46.43084 |
|  277/1000 |      5s |        -42.20901 |  |   0.890257 |   -46.15607 |
|  278/1000 |      5s |        -42.10603 |  |   0.887549 |   -45.67591 |
|  279/1000 |      5s |        -42.10155 |  |   0.885817 |   -46.00071 |
|  280/1000 |      5s |        -42.17334 |  |   0.888691 |   -46.57899 |
|  281/1000 |      5s |        -42.29447 |  |   0.890913 |   -46.62425 |
|  282/1000 |      5s |        -42.18915 |  |   0.888334 |   -46.15468 |
|  283/1000 |      5s |        -42.17187 |  |   0.886899 |   -46.33693 |
|  284/1000 |      5s |        -42.10916 |  |   0.887922 |   -45.31328 |
|  285/1000 |      5s |        -42.34244 |  |   0.888202 |   -46.37469 |
|  286/1000 |      5s |        -42.30464 |  |   0.887899 |   -46.14111 |
|  287/1000 |      5s |        -42.21938 |  |   0.887412 |   -45.54104 |
|  288/1000 |      5s |        -42.19989 |  |   0.889729 |   -46.13809 |
|  289/1000 |      5s |        -42.27576 |  |   0.888560 |   -46.24722 |
|  290/1000 |      5s |        -42.34238 |  |   0.888010 |   -46.34194 |
|  291/1000 |      5s |        -42.32401 |  |   0.890292 |   -46.21723 |
|  292/1000 |      5s |        -42.31656 |  |   0.889221 |   -46.38386 |
|  293/1000 |      5s |        -42.32897 |  |   0.889285 |   -45.99579 |
|  294/1000 |      5s |        -42.32836 |  |   0.887721 |   -46.62330 |
|  295/1000 |      5s |        -42.26396 |  |   0.888788 |   -46.29257 |
|  296/1000 |      5s |        -42.32154 |  |   0.890012 |   -46.55326 |
|  297/1000 |      5s |        -42.40180 |  |   0.888512 |   -46.06235 |
|  298/1000 |      5s |        -42.27089 |  |   0.889005 |   -46.57342 |
|  299/1000 |      5s |        -42.44662 |  |   0.889144 |   -47.04544 |
|  300/1000 |      5s |        -42.29005 |  |   0.888472 |   -46.60079 |
|  301/1000 |      5s |        -42.83569 |  |   0.887735 |   -46.72194 |
|  302/1000 |      5s |        -42.78700 |  |   0.888358 |   -46.42922 |
|  303/1000 |      5s |        -42.82678 |  |   0.888107 |   -46.90951 |
|  304/1000 |      5s |        -42.87849 |  |   0.886890 |   -46.70209 |
|  305/1000 |      5s |        -42.88477 |  |   0.888930 |   -46.43998 |
|  306/1000 |      5s |        -42.87696 |  |   0.887586 |   -46.85359 |
|  307/1000 |      5s |        -42.93607 |  |   0.889940 |   -46.79218 |
|  308/1000 |      5s |        -42.91261 |  |   0.887443 |   -46.44476 |
|  309/1000 |      5s |        -42.71740 |  |   0.887522 |   -46.80437 |
|  310/1000 |      5s |        -42.81155 |  |   0.890383 |   -47.18251 |
|  311/1000 |      5s |        -42.94283 |  |   0.888909 |   -46.66858 |
|  312/1000 |      5s |        -42.69292 |  |   0.891296 |   -46.29240 |
|  313/1000 |      5s |        -42.91115 |  |   0.891314 |   -47.16638 |
|  314/1000 |      5s |        -42.97406 |  |   0.888228 |   -46.95474 |
|  315/1000 |      5s |        -42.91986 |  |   0.890886 |   -47.29432 |
|  316/1000 |      5s |        -43.07791 |  |   0.886239 |   -47.19601 |
|  317/1000 |      5s |        -43.05264 |  |   0.888855 |   -47.16092 |
|  318/1000 |      5s |        -42.99621 |  |   0.889900 |   -47.20570 |
|  319/1000 |      5s |        -43.16206 |  |   0.889073 |   -47.32330 |
|  320/1000 |      5s |        -43.09351 |  |   0.887709 |   -47.00507 |
|  321/1000 |      5s |        -42.99413 |  |   0.887523 |   -46.99339 |
|  322/1000 |      5s |        -43.08425 |  |   0.890368 |   -47.10446 |
|  323/1000 |      5s |        -43.07052 |  |   0.889561 |   -47.17166 |
|  324/1000 |      5s |        -43.10228 |  |   0.888146 |   -47.50698 |
|  325/1000 |      5s |        -43.13606 |  |   0.889034 |   -47.10980 |
|  326/1000 |      5s |        -43.05314 |  |   0.891105 |   -47.16099 |
|  327/1000 |      5s |        -43.06212 |  |   0.889034 |   -47.16799 |
|  328/1000 |      5s |        -43.20360 |  |   0.890201 |   -47.64380 |
|  329/1000 |      5s |        -43.24370 |  |   0.890179 |   -47.23280 |
|  330/1000 |      5s |        -43.20589 |  |   0.889107 |   -47.25831 |
|  331/1000 |      5s |        -43.16117 |  |   0.890463 |   -47.02245 |
|  332/1000 |      5s |        -42.98139 |  |   0.889672 |   -47.53701 |
|  333/1000 |      5s |        -43.16543 |  |   0.890072 |   -46.66302 |
|  334/1000 |      5s |        -43.21339 |  |   0.890578 |   -47.76866 |
|  335/1000 |      5s |        -42.99714 |  |   0.889410 |   -47.59556 |
|  336/1000 |      5s |        -43.25502 |  |   0.890186 |   -47.42698 |
|  337/1000 |      5s |        -43.22670 |  |   0.889350 |   -47.10897 |
|  338/1000 |      5s |        -43.26499 |  |   0.889479 |   -47.56767 |
|  339/1000 |      5s |        -43.21773 |  |   0.889674 |   -46.87239 |
