Selected mat file:
otherR/R_9.00.mat
Selected input idx:
[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 18, 21]
Selected output idx:
[14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32]


 The Models hyperparameter set is:
feat_in  :  14
feat_cond  :  19
PCA_in  :  False
PCA_cond  :  False
clamp  :  2.0
n_CouplingBlock  :  8
permute_soft  :  True
subnet_layer  :  1
subnet_dim  :  400
activation  :  PReLU(num_parameters=1)
condnet  :  False
condnet_layer  :  1
condnet_dim  :  100
condnet_activation  :  ReLU()
batch_norm  :  False
drop_out  :  True
drop_out_rate  :  0.05
optimizer  :  adagrad
learning_rate  :  0.16
optim_eps  :  1e-06
weight_decay  :  2e-05
lr_scheduler  :  True
lr_epoch_step  :  100
lr_factor  :  0.8
epochs  :  1000
batch_size  :  32
test_split  :  0.6
grad_clip  :  2
device  :  cuda:0


| Epoch:    |  Time:  | Loss_maxL_train: |  | Acc_i_val: | L_maxL_val: |
|   44/1000 |      8s |        -17.31812 |  |   0.736624 |   -27.86201 |
|   45/1000 |      8s |        -26.79766 |  |   0.745164 |   -30.55781 |
|   46/1000 |      8s |        -26.76092 |  |   0.743431 |   -29.61038 |
|   47/1000 |      8s |        -26.88676 |  |   0.752273 |   -30.38288 |
|   48/1000 |      8s |        -27.06333 |  |   0.752330 |   -30.81097 |
|   49/1000 |      8s |        -27.16253 |  |   0.750558 |   -30.24373 |
|   50/1000 |      8s |        -27.22116 |  |   0.755367 |   -30.67463 |
|   51/1000 |      8s |        -27.34708 |  |   0.754349 |   -29.28819 |
|   52/1000 |      8s |        -27.48213 |  |   0.758096 |   -30.89145 |
|   53/1000 |      8s |        -27.65869 |  |   0.757437 |   -29.66163 |
|   54/1000 |      8s |        -27.75477 |  |   0.764617 |   -31.26505 |
|   55/1000 |      8s |        -27.83017 |  |   0.767997 |   -31.86605 |
|   56/1000 |      8s |        -27.99071 |  |   0.763363 |   -28.94987 |
|   57/1000 |      8s |        -28.02883 |  |   0.772049 |   -31.49972 |
|   58/1000 |      8s |        -28.16053 |  |   0.763969 |   -28.53754 |
|   59/1000 |      8s |        -28.08104 |  |   0.769983 |   -32.04791 |
|   60/1000 |      8s |        -21.66050 |  |   0.763406 |   -28.07144 |
|   61/1000 |      8s |        -28.37617 |  |   0.768440 |   -29.54817 |
|   62/1000 |      8s |        -28.59683 |  |   0.768327 |   -30.78828 |
|   63/1000 |      8s |        -28.74157 |  |   0.774545 |   -32.30728 |
|   64/1000 |      8s |        -28.70386 |  |   0.775764 |   -32.06739 |
|   65/1000 |      8s |        -28.85195 |  |   0.783778 |   -31.44393 |
|   66/1000 |      8s |        -29.15037 |  |   0.781961 |   -32.22241 |
|   67/1000 |      8s |        -28.98313 |  |   0.778972 |   -32.21177 |
|   68/1000 |      8s |        -29.29244 |  |   0.777353 |   -30.85026 |
|   69/1000 |      8s |        -29.25149 |  |   0.782629 |   -33.11541 |
|   70/1000 |      8s |        -29.33453 |  |   0.787739 |   -32.79762 |
|   71/1000 |      8s |        -29.22929 |  |   0.777538 |   -32.12550 |
|   72/1000 |      8s |        -29.40155 |  |   0.787208 |   -33.31541 |
|   73/1000 |      8s |        -29.53823 |  |   0.755727 |   -29.68597 |
|   74/1000 |      8s |        -29.73712 |  |   0.791304 |   -33.69546 |
|   75/1000 |      8s |        -29.58040 |  |   0.788571 |   -33.01236 |
|   76/1000 |      8s |        -29.96274 |  |   0.792327 |   -33.87616 |
|   77/1000 |      8s |        -29.78902 |  |   0.786109 |   -31.62164 |
|   78/1000 |      8s |        -29.88042 |  |   0.792440 |   -33.58583 |
|   79/1000 |      8s |        -30.12573 |  |   0.787376 |   -32.87853 |
|   80/1000 |      8s |        -30.00558 |  |   0.791694 |   -31.79564 |
|   81/1000 |      8s |        -30.15800 |  |   0.777134 |   -30.98744 |
|   82/1000 |      8s |        -30.05912 |  |   0.793595 |   -33.97667 |
|   83/1000 |      8s |        -30.26454 |  |   0.795597 |   -34.06016 |
|   84/1000 |      8s |        -30.14521 |  |   0.793262 |   -33.42752 |
|   85/1000 |      8s |        -30.49371 |  |   0.796134 |   -33.69554 |
|   86/1000 |      8s |        -30.59146 |  |   0.798346 |   -33.97834 |
|   87/1000 |      8s |        -30.38012 |  |   0.792691 |   -31.52800 |
|   88/1000 |      8s |        -30.61370 |  |   0.776077 |   -31.79979 |
|   89/1000 |      8s |        -30.67155 |  |   0.792413 |   -34.01577 |
|   90/1000 |      8s |        -30.78210 |  |   0.799005 |   -33.72664 |
|   91/1000 |      8s |        -30.81872 |  |   0.798806 |   -34.82440 |
|   92/1000 |      8s |        -30.75915 |  |   0.799681 |   -34.71400 |
|   93/1000 |      8s |        -30.75054 |  |   0.791742 |   -31.88063 |
|   94/1000 |      8s |        -31.01679 |  |   0.798887 |   -34.78764 |
|   95/1000 |      8s |        -29.35394 |  |   0.796969 |   -32.74330 |
|   96/1000 |      8s |        -31.12552 |  |   0.802227 |   -33.88049 |
|   97/1000 |      8s |        -30.99211 |  |   0.798985 |   -34.18704 |
|   98/1000 |      8s |        -30.96684 |  |   0.800450 |   -34.80182 |
|   99/1000 |      8s |        -30.89847 |  |   0.798136 |   -34.31370 |
|  100/1000 |      8s |        -31.15947 |  |   0.802754 |   -34.90460 |
|  101/1000 |      8s |        -31.89128 |  |   0.805307 |   -34.97650 |
|  102/1000 |      8s |        -32.00477 |  |   0.802405 |   -35.43773 |
|  103/1000 |      8s |        -32.15717 |  |   0.801424 |   -35.06065 |
|  104/1000 |      8s |        -32.04046 |  |   0.802282 |   -34.01922 |
|  105/1000 |      8s |        -31.98838 |  |   0.804571 |   -36.16705 |
|  106/1000 |      8s |        -32.30134 |  |   0.797161 |   -33.13663 |
|  107/1000 |      8s |        -32.18823 |  |   0.803756 |   -35.53088 |
|  108/1000 |      8s |        -32.24483 |  |   0.805514 |   -35.71762 |
|  109/1000 |      8s |        -32.33331 |  |   0.806212 |   -35.85578 |
|  110/1000 |      8s |        -32.34611 |  |   0.804801 |   -34.99947 |
|  111/1000 |      8s |        -32.39743 |  |   0.806502 |   -35.47029 |
|  112/1000 |      8s |        -32.47966 |  |   0.807232 |   -36.21123 |
|  113/1000 |      8s |        -32.59267 |  |   0.804256 |   -35.37072 |
|  114/1000 |      8s |        -32.58819 |  |   0.806525 |   -35.87259 |
|  115/1000 |      8s |        -32.56134 |  |   0.808561 |   -36.52237 |
|  116/1000 |      8s |        -32.67318 |  |   0.803472 |   -36.10926 |
|  117/1000 |      8s |        -32.69789 |  |   0.810810 |   -36.26470 |
|  118/1000 |      8s |        -32.58242 |  |   0.808983 |   -35.79608 |
|  119/1000 |      8s |        -32.76586 |  |   0.800772 |   -34.31096 |
|  120/1000 |      8s |        -32.91372 |  |   0.809678 |   -36.09137 |
|  121/1000 |      8s |        -32.78722 |  |   0.806259 |   -36.26698 |
|  122/1000 |      8s |        -32.86770 |  |   0.802520 |   -34.30070 |
|  123/1000 |      8s |        -32.81873 |  |   0.799721 |   -35.34958 |
|  124/1000 |      8s |        -32.92841 |  |   0.809705 |   -35.99344 |
|  125/1000 |      8s |        -33.03076 |  |   0.804848 |   -35.00929 |
|  126/1000 |      8s |        -33.12401 |  |   0.808252 |   -36.25656 |
|  127/1000 |      8s |        -33.16114 |  |   0.807239 |   -36.03945 |
|  128/1000 |      8s |        -33.08474 |  |   0.810524 |   -36.91447 |
|  129/1000 |      8s |        -33.16149 |  |   0.805204 |   -35.73992 |
|  130/1000 |      8s |        -33.07280 |  |   0.809394 |   -36.68092 |
|  131/1000 |      8s |        -33.05971 |  |   0.811052 |   -36.76012 |
|  132/1000 |      8s |        -33.21780 |  |   0.810526 |   -36.74262 |
|  133/1000 |      8s |        -33.15113 |  |   0.812377 |   -36.92549 |
|  134/1000 |      8s |        -33.34606 |  |   0.809430 |   -34.19917 |
|  135/1000 |      8s |        -33.23290 |  |   0.809403 |   -36.61306 |
|  136/1000 |      8s |        -33.40248 |  |   0.809736 |   -37.15228 |
|  137/1000 |      8s |        -33.40401 |  |   0.808819 |   -37.08215 |
|  138/1000 |      8s |        -33.35815 |  |   0.810079 |   -37.26401 |
|  139/1000 |      8s |        -33.43375 |  |   0.810949 |   -36.42841 |
|  140/1000 |      8s |        -33.46361 |  |   0.812171 |   -37.20223 |
|  141/1000 |      8s |        -33.41947 |  |   0.811146 |   -37.02105 |
|  142/1000 |      8s |        -33.38617 |  |   0.810217 |   -36.24273 |
|  143/1000 |      8s |        -33.58740 |  |   0.810310 |   -35.93627 |
|  144/1000 |      8s |        -33.59052 |  |   0.809550 |   -36.96452 |
|  145/1000 |      8s |        -33.62286 |  |   0.811667 |   -37.07355 |
|  146/1000 |      8s |        -33.62774 |  |   0.809128 |   -36.91335 |
|  147/1000 |      8s |        -33.75807 |  |   0.810666 |   -36.72411 |
|  148/1000 |      8s |        -33.63370 |  |   0.812971 |   -36.94859 |
|  149/1000 |      8s |        -33.79000 |  |   0.808094 |   -36.73098 |
|  150/1000 |      8s |        -33.80357 |  |   0.809669 |   -37.02768 |
|  151/1000 |      8s |        -33.75610 |  |   0.808895 |   -37.19768 |
|  152/1000 |      8s |        -33.77481 |  |   0.810152 |   -36.51024 |
|  153/1000 |      8s |        -33.88635 |  |   0.812845 |   -37.02637 |
|  154/1000 |      8s |        -33.93553 |  |   0.812275 |   -37.12176 |
|  155/1000 |      8s |        -33.86854 |  |   0.814866 |   -37.81587 |
|  156/1000 |      8s |        -33.91905 |  |   0.814470 |   -37.86277 |
|  157/1000 |      8s |        -34.09299 |  |   0.812865 |   -36.90981 |
|  158/1000 |      8s |        -33.93044 |  |   0.813922 |   -37.62001 |
|  159/1000 |      8s |        -33.94715 |  |   0.811649 |   -37.78685 |
|  160/1000 |      8s |        -33.89080 |  |   0.810432 |   -37.02012 |
|  161/1000 |      8s |        -33.98334 |  |   0.813085 |   -37.53897 |
|  162/1000 |      8s |        -34.11275 |  |   0.812812 |   -37.66575 |
|  163/1000 |      8s |        -34.07765 |  |   0.814155 |   -38.20007 |
|  164/1000 |      8s |        -34.23525 |  |   0.810125 |   -36.36794 |
|  165/1000 |      8s |        -34.00435 |  |   0.811683 |   -37.51685 |
|  166/1000 |      8s |        -34.19723 |  |   0.813983 |   -38.22224 |
|  167/1000 |      8s |        -34.17905 |  |   0.813448 |   -38.02604 |
|  168/1000 |      8s |        -34.22849 |  |   0.814822 |   -37.88272 |
|  169/1000 |      8s |        -34.29038 |  |   0.812277 |   -37.97645 |
|  170/1000 |      8s |        -34.25881 |  |   0.809837 |   -36.89266 |
|  171/1000 |      8s |        -34.34893 |  |   0.814311 |   -37.28444 |
|  172/1000 |      8s |        -34.38613 |  |   0.812831 |   -38.18356 |
|  173/1000 |      8s |        -34.28544 |  |   0.812854 |   -38.14057 |
|  174/1000 |      8s |        -34.32775 |  |   0.812057 |   -37.34445 |
|  175/1000 |      8s |        -34.36844 |  |   0.812738 |   -37.76482 |
|  176/1000 |      8s |        -34.46163 |  |   0.813475 |   -38.37813 |
|  177/1000 |      8s |        -34.42423 |  |   0.811460 |   -37.55999 |
|  178/1000 |      8s |        -34.34748 |  |   0.815520 |   -38.29260 |
|  179/1000 |      8s |        -34.54789 |  |   0.816275 |   -38.63831 |
|  180/1000 |      8s |        -34.54837 |  |   0.813073 |   -38.11148 |
|  181/1000 |      8s |        -34.51294 |  |   0.814091 |   -38.42719 |
|  182/1000 |      8s |        -34.51516 |  |   0.813915 |   -37.61598 |
|  183/1000 |      8s |        -34.47531 |  |   0.814483 |   -38.23984 |
|  184/1000 |      8s |        -34.63489 |  |   0.813423 |   -37.84638 |
|  185/1000 |      8s |        -34.52114 |  |   0.814952 |   -38.55184 |
|  186/1000 |      8s |        -34.62472 |  |   0.816392 |   -38.01965 |
|  187/1000 |      8s |        -34.64770 |  |   0.813857 |   -38.10390 |
|  188/1000 |      8s |        -34.69709 |  |   0.815293 |   -38.89205 |
|  189/1000 |      8s |        -34.73434 |  |   0.814331 |   -38.81684 |
|  190/1000 |      8s |        -34.70662 |  |   0.814660 |   -38.52437 |
|  191/1000 |      8s |        -34.73632 |  |   0.815031 |   -38.10737 |
|  192/1000 |      8s |        -34.72386 |  |   0.811862 |   -37.58371 |
|  193/1000 |      8s |        -34.92054 |  |   0.813102 |   -37.90350 |
|  194/1000 |      8s |        -34.78816 |  |   0.814597 |   -36.74044 |
|  195/1000 |      8s |        -34.77710 |  |   0.811287 |   -36.46676 |
|  196/1000 |      8s |        -34.86677 |  |   0.813514 |   -38.39254 |
|  197/1000 |      8s |        -34.86842 |  |   0.816076 |   -38.57859 |
|  198/1000 |      8s |        -34.89698 |  |   0.813056 |   -38.29439 |
|  199/1000 |      8s |        -34.83337 |  |   0.811295 |   -37.28313 |
|  200/1000 |      8s |        -34.84449 |  |   0.814739 |   -38.71950 |
|  201/1000 |      8s |        -35.33395 |  |   0.813804 |   -38.58139 |
|  202/1000 |      8s |        -35.41757 |  |   0.816092 |   -38.89057 |
|  203/1000 |      8s |        -35.47823 |  |   0.815858 |   -39.36907 |
|  204/1000 |      8s |        -35.48918 |  |   0.812875 |   -38.83209 |
|  205/1000 |      8s |        -35.45068 |  |   0.817412 |   -38.38032 |
|  206/1000 |      8s |        -35.49794 |  |   0.814490 |   -38.84129 |
|  207/1000 |      8s |        -35.46054 |  |   0.816523 |   -39.54992 |
|  208/1000 |      8s |        -35.55205 |  |   0.815038 |   -39.50632 |
|  209/1000 |      8s |        -35.60221 |  |   0.815818 |   -39.38062 |
|  210/1000 |      8s |        -35.55775 |  |   0.814171 |   -38.50112 |
|  211/1000 |      8s |        -35.67609 |  |   0.816395 |   -39.50904 |
|  212/1000 |      8s |        -35.66943 |  |   0.815768 |   -39.45322 |
|  213/1000 |      8s |        -35.60243 |  |   0.817441 |   -39.40766 |
|  214/1000 |      8s |        -35.62322 |  |   0.815823 |   -39.04896 |
|  215/1000 |      8s |        -35.71595 |  |   0.816043 |   -39.40701 |
|  216/1000 |      8s |        -35.68338 |  |   0.815786 |   -39.35976 |
|  217/1000 |      8s |        -35.63927 |  |   0.816163 |   -39.63723 |
|  218/1000 |      8s |        -35.69083 |  |   0.816113 |   -39.43309 |
|  219/1000 |      8s |        -35.82406 |  |   0.814842 |   -39.37874 |
|  220/1000 |      8s |        -35.81605 |  |   0.816927 |   -39.47568 |
|  221/1000 |      8s |        -35.71447 |  |   0.816202 |   -39.16243 |
|  222/1000 |      8s |        -35.83715 |  |   0.815886 |   -38.29895 |
|  223/1000 |      8s |        -35.93249 |  |   0.815532 |   -39.87807 |
|  224/1000 |      8s |        -35.89652 |  |   0.816167 |   -39.61227 |
|  225/1000 |      8s |        -35.79998 |  |   0.817086 |   -39.76068 |
|  226/1000 |      8s |        -35.86750 |  |   0.816226 |   -39.89377 |
|  227/1000 |      8s |        -35.84315 |  |   0.815526 |   -39.09955 |
|  228/1000 |      8s |        -35.95702 |  |   0.815307 |   -40.01839 |
|  229/1000 |      8s |        -35.90236 |  |   0.815959 |   -39.87109 |
|  230/1000 |      8s |        -35.90425 |  |   0.814733 |   -40.04034 |
|  231/1000 |      8s |        -36.00384 |  |   0.815221 |   -38.66685 |
|  232/1000 |      8s |        -36.05192 |  |   0.814999 |   -38.72346 |
|  233/1000 |      8s |        -36.03168 |  |   0.816771 |   -40.24257 |
|  234/1000 |      8s |        -35.99235 |  |   0.815973 |   -39.13659 |
|  235/1000 |      8s |        -36.10746 |  |   0.816247 |   -39.80311 |
|  236/1000 |      8s |        -35.99000 |  |   0.815847 |   -39.71364 |
|  237/1000 |      8s |        -36.06162 |  |   0.815027 |   -38.89215 |
|  238/1000 |      8s |        -36.01425 |  |   0.814649 |   -39.57082 |
|  239/1000 |      8s |        -35.97275 |  |   0.815703 |   -39.96625 |
|  240/1000 |      8s |        -36.10843 |  |   0.815991 |   -39.72351 |
|  241/1000 |      8s |        -36.09885 |  |   0.817342 |   -40.22963 |
|  242/1000 |      8s |        -36.19959 |  |   0.815889 |   -39.95138 |
|  243/1000 |      8s |        -36.13798 |  |   0.817128 |   -39.95314 |
|  244/1000 |      8s |        -36.11685 |  |   0.817791 |   -39.61580 |
|  245/1000 |      8s |        -36.17772 |  |   0.818694 |   -39.46159 |
|  246/1000 |      8s |        -36.16806 |  |   0.816477 |   -39.84462 |
|  247/1000 |      8s |        -36.23977 |  |   0.815958 |   -40.09752 |
|  248/1000 |      8s |        -36.12308 |  |   0.816800 |   -39.05267 |
|  249/1000 |      8s |        -36.18326 |  |   0.817021 |   -39.48766 |
|  250/1000 |      8s |        -36.23314 |  |   0.817378 |   -39.06246 |
|  251/1000 |      8s |        -36.23807 |  |   0.816746 |   -39.79067 |
|  252/1000 |      8s |        -36.21004 |  |   0.817627 |   -40.16215 |
|  253/1000 |      8s |        -36.32449 |  |   0.814974 |   -39.88556 |
|  254/1000 |      8s |        -36.39251 |  |   0.816422 |   -38.61591 |
|  255/1000 |      8s |        -36.28007 |  |   0.816528 |   -38.09242 |
|  256/1000 |      8s |        -36.30664 |  |   0.817433 |   -39.94370 |
|  257/1000 |      8s |        -36.36396 |  |   0.815790 |   -39.51191 |
|  258/1000 |      8s |        -36.35293 |  |   0.816319 |   -39.77182 |
|  259/1000 |      8s |        -36.37196 |  |   0.815778 |   -38.73800 |
|  260/1000 |      8s |        -36.40018 |  |   0.817869 |   -39.85529 |
|  261/1000 |      8s |        -36.33282 |  |   0.817682 |   -40.16919 |
|  262/1000 |      8s |        -36.40160 |  |   0.816617 |   -40.00326 |
|  263/1000 |      8s |        -36.43921 |  |   0.814287 |   -39.20867 |
|  264/1000 |      8s |        -36.48413 |  |   0.817551 |   -40.18463 |
|  265/1000 |      8s |        -36.52549 |  |   0.813647 |   -39.53913 |
|  266/1000 |      8s |        -36.48631 |  |   0.820136 |   -40.38374 |
|  267/1000 |      8s |        -36.41228 |  |   0.816696 |   -40.35879 |
|  268/1000 |      8s |        -36.51674 |  |   0.817414 |   -39.84822 |
|  269/1000 |      8s |        -36.50691 |  |   0.817606 |   -39.66631 |
|  270/1000 |      8s |        -36.46996 |  |   0.817417 |   -40.06665 |
|  271/1000 |      8s |        -36.54518 |  |   0.818585 |   -40.46973 |
|  272/1000 |      8s |        -36.53027 |  |   0.815857 |   -40.24459 |
|  273/1000 |      8s |        -36.52069 |  |   0.817343 |   -40.23184 |
|  274/1000 |      8s |        -36.54957 |  |   0.816507 |   -40.47321 |
|  275/1000 |      8s |        -36.52328 |  |   0.818228 |   -40.45053 |
|  276/1000 |      8s |        -36.55988 |  |   0.817857 |   -40.10515 |
|  277/1000 |      8s |        -36.53848 |  |   0.816408 |   -38.69554 |
|  278/1000 |      8s |        -36.59483 |  |   0.814252 |   -39.62324 |
|  279/1000 |      8s |        -36.61037 |  |   0.816169 |   -39.79876 |
|  280/1000 |      8s |        -36.67258 |  |   0.816683 |   -39.80430 |
|  281/1000 |      8s |        -36.53949 |  |   0.814099 |   -39.90398 |
|  282/1000 |      8s |        -36.71660 |  |   0.816264 |   -40.05453 |
|  283/1000 |      8s |        -36.67136 |  |   0.817842 |   -40.43768 |
|  284/1000 |      8s |        -36.64353 |  |   0.816075 |   -39.34186 |
|  285/1000 |      8s |        -36.61271 |  |   0.819057 |   -40.60430 |
|  286/1000 |      8s |        -36.69105 |  |   0.816307 |   -40.40328 |
|  287/1000 |      8s |        -36.74449 |  |   0.817111 |   -39.82016 |
|  288/1000 |      8s |        -36.65026 |  |   0.818413 |   -40.56303 |
|  289/1000 |      8s |        -36.67232 |  |   0.818310 |   -40.10103 |
|  290/1000 |      8s |        -36.73314 |  |   0.816841 |   -39.42712 |
|  291/1000 |      8s |        -36.75135 |  |   0.816007 |   -40.39040 |
|  292/1000 |      8s |        -36.72039 |  |   0.816024 |   -39.98832 |
|  293/1000 |      8s |        -36.79057 |  |   0.814706 |   -40.38450 |
|  294/1000 |      8s |        -36.80350 |  |   0.816220 |   -40.13724 |
|  295/1000 |      8s |        -36.86038 |  |   0.816302 |   -39.55138 |
|  296/1000 |      8s |        -36.73278 |  |   0.814929 |   -38.63253 |
|  297/1000 |      8s |        -36.87544 |  |   0.818022 |   -40.85925 |
|  298/1000 |      8s |        -36.87531 |  |   0.819526 |   -39.98613 |
|  299/1000 |      8s |        -36.86190 |  |   0.817334 |   -40.31515 |
|  300/1000 |      8s |        -36.88456 |  |   0.818385 |   -39.84994 |
|  301/1000 |      8s |        -37.21559 |  |   0.817109 |   -40.16851 |
|  302/1000 |      8s |        -37.20753 |  |   0.816944 |   -41.12452 |
|  303/1000 |      8s |        -37.24038 |  |   0.817620 |   -41.08673 |
|  304/1000 |      8s |        -37.21471 |  |   0.819156 |   -41.02596 |
|  305/1000 |      8s |        -37.24154 |  |   0.817810 |   -40.58852 |
|  306/1000 |      8s |        -37.27279 |  |   0.819101 |   -40.95632 |
|  307/1000 |      8s |        -37.27403 |  |   0.818234 |   -41.20700 |
|  308/1000 |      8s |        -37.25638 |  |   0.817383 |   -40.97199 |
|  309/1000 |      8s |        -37.26687 |  |   0.817962 |   -41.15602 |
|  310/1000 |      8s |        -37.34289 |  |   0.818333 |   -41.03824 |
|  311/1000 |      8s |        -37.38304 |  |   0.818449 |   -41.01423 |
|  312/1000 |      8s |        -37.31948 |  |   0.818910 |   -40.65419 |
|  313/1000 |      8s |        -37.33341 |  |   0.818370 |   -41.45327 |
|  314/1000 |      8s |        -37.45409 |  |   0.817360 |   -41.18093 |
|  315/1000 |      8s |        -37.32598 |  |   0.818960 |   -41.23949 |
|  316/1000 |      8s |        -37.37222 |  |   0.817317 |   -41.46685 |
|  317/1000 |      8s |        -37.42506 |  |   0.817275 |   -41.44375 |
|  318/1000 |      8s |        -37.41885 |  |   0.818320 |   -41.18585 |
|  319/1000 |      8s |        -37.42901 |  |   0.816531 |   -40.82669 |
|  320/1000 |      8s |        -37.41191 |  |   0.818179 |   -41.06432 |
|  321/1000 |      8s |        -37.41120 |  |   0.818777 |   -41.58472 |
|  322/1000 |      8s |        -37.45587 |  |   0.820393 |   -41.53061 |
|  323/1000 |      8s |        -37.50131 |  |   0.817708 |   -40.83342 |
|  324/1000 |      8s |        -37.51011 |  |   0.818774 |   -41.23146 |
|  325/1000 |      8s |        -37.49416 |  |   0.816568 |   -41.42170 |
|  326/1000 |      8s |        -37.54218 |  |   0.817606 |   -40.70445 |
|  327/1000 |      8s |        -37.44450 |  |   0.815381 |   -40.89282 |
|  328/1000 |      8s |        -37.48151 |  |   0.816616 |   -40.92434 |
|  329/1000 |      8s |        -37.48122 |  |   0.817274 |   -41.43396 |
|  330/1000 |      8s |        -37.51648 |  |   0.821328 |   -41.46361 |
|  331/1000 |      8s |        -37.55252 |  |   0.818167 |   -41.23096 |
|  332/1000 |      8s |        -37.58257 |  |   0.818751 |   -41.39134 |
|  333/1000 |      8s |        -37.59772 |  |   0.817799 |   -41.13934 |
|  334/1000 |      8s |        -37.60176 |  |   0.815795 |   -41.17865 |
|  335/1000 |      8s |        -37.59614 |  |   0.819418 |   -40.90164 |
|  336/1000 |      8s |        -37.61635 |  |   0.817176 |   -41.38458 |
|  337/1000 |      8s |        -37.63202 |  |   0.816966 |   -40.83756 |
|  338/1000 |      8s |        -37.67580 |  |   0.818961 |   -41.79241 |
|  339/1000 |      8s |        -37.63351 |  |   0.817915 |   -41.28171 |
|  340/1000 |      8s |        -37.64315 |  |   0.818593 |   -41.47684 |
|  341/1000 |      8s |        -37.56448 |  |   0.818862 |   -41.45687 |
